00000000000, 000000000000000
10000000000, 111000000000000
01000000000, 100110000000000
11000000000, 011110000000000
00100000000, 010101000000000
10100000000, 101101000000000
01100000000, 110011000000000
11100000000, 001011000000000
00010000000, 110100100000000
10010000000, 001100100000000
01010000000, 010010100000000
11010000000, 101010100000000
00110000000, 100001100000000
10110000000, 011001100000000
01110000000, 000111100000000
11110000000, 111111100000000
00001000000, 100000011000000
10001000000, 011000011000000
01001000000, 000110011000000
11001000000, 111110011000000
00101000000, 110101011000000
10101000000, 001101011000000
01101000000, 010011011000000
11101000000, 101011011000000
00011000000, 010100111000000
10011000000, 101100111000000
01011000000, 110010111000000
11011000000, 001010111000000
00111000000, 000001111000000
10111000000, 111001111000000
01111000000, 100111111000000
11111000000, 011111111000000
00000100000, 010000010100000
10000100000, 101000010100000
01000100000, 110110010100000
11000100000, 001110010100000
00100100000, 000101010100000
10100100000, 111101010100000
01100100000, 100011010100000
11100100000, 011011010100000
00010100000, 100100110100000
10010100000, 011100110100000
01010100000, 000010110100000
11010100000, 111010110100000
00110100000, 110001110100000
10110100000, 001001110100000
01110100000, 010111110100000
11110100000, 101111110100000
00001100000, 110000001100000
10001100000, 001000001100000
01001100000, 010110001100000
11001100000, 101110001100000
00101100000, 100101001100000
10101100000, 011101001100000
01101100000, 000011001100000
11101100000, 111011001100000
00011100000, 000100101100000
10011100000, 111100101100000
01011100000, 100010101100000
11011100000, 011010101100000
00111100000, 010001101100000
10111100000, 101001101100000
01111100000, 110111101100000
11111100000, 001111101100000
00000010000, 110000010010000
10000010000, 001000010010000
01000010000, 010110010010000
11000010000, 101110010010000
00100010000, 100101010010000
10100010000, 011101010010000
01100010000, 000011010010000
11100010000, 111011010010000
00010010000, 000100110010000
10010010000, 111100110010000
01010010000, 100010110010000
11010010000, 011010110010000
00110010000, 010001110010000
10110010000, 101001110010000
01110010000, 110111110010000
11110010000, 001111110010000
00001010000, 010000001010000
10001010000, 101000001010000
01001010000, 110110001010000
11001010000, 001110001010000
00101010000, 000101001010000
10101010000, 111101001010000
01101010000, 100011001010000
11101010000, 011011001010000
00011010000, 100100101010000
10011010000, 011100101010000
01011010000, 000010101010000
11011010000, 111010101010000
00111010000, 110001101010000
10111010000, 001001101010000
01111010000, 010111101010000
11111010000, 101111101010000
00000110000, 100000000110000
10000110000, 011000000110000
01000110000, 000110000110000
11000110000, 111110000110000
00100110000, 110101000110000
10100110000, 001101000110000
01100110000, 010011000110000
11100110000, 101011000110000
00010110000, 010100100110000
10010110000, 101100100110000
01010110000, 110010100110000
11010110000, 001010100110000
00110110000, 000001100110000
10110110000, 111001100110000
01110110000, 100111100110000
11110110000, 011111100110000
00001110000, 000000011110000
10001110000, 111000011110000
01001110000, 100110011110000
11001110000, 011110011110000
00101110000, 010101011110000
10101110000, 101101011110000
01101110000, 110011011110000
11101110000, 001011011110000
00011110000, 110100111110000
10011110000, 001100111110000
01011110000, 010010111110000
11011110000, 101010111110000
00111110000, 100001111110000
10111110000, 011001111110000
01111110000, 000111111110000
11111110000, 111111111110000
00000001000, 000100010001000
10000001000, 111100010001000
01000001000, 100010010001000
11000001000, 011010010001000
00100001000, 010001010001000
10100001000, 101001010001000
01100001000, 110111010001000
11100001000, 001111010001000
00010001000, 110000110001000
10010001000, 001000110001000
01010001000, 010110110001000
11010001000, 101110110001000
00110001000, 100101110001000
10110001000, 011101110001000
01110001000, 000011110001000
11110001000, 111011110001000
00001001000, 100100001001000
